arch,library,host,group,matrix,n,nnz_upper,mtype,cores,rep,analyze_s,factor_s,factor_gflops,factor_nnz,fill_ratio,solve1_s,solve8_s,solve40_s,logdet,status
intel,mumps-5,cn512-16-l,group1,bcsstk14.mtx,1806,32630,2,32,1,0.002158,0.007235,1.61,151415,4.6404,0,0,0,30355.020618,ok-ord2
intel,mumps-5,cn512-16-l,group1,bcsstk14.mtx,1806,32630,2,40,1,0.002179,0.009174,1.27,151415,4.6404,0,0,0,30355.020618,ok-ord2
intel,mumps-5,cn512-16-l,group1,bcsstk15.mtx,3948,60882,2,1,1,0.007119,0.014633,13.90,852301,13.9992,0,0,0,65400.181216,ok-ord2
intel,mumps-5,cn512-16-l,group1,bcsstk15.mtx,3948,60882,2,2,1,0.006513,0.012830,15.86,852301,13.9992,0,0,0,65400.181216,ok-ord2
intel,mumps-5,cn512-16-l,group1,bcsstk15.mtx,3948,60882,2,4,1,0.006550,0.009616,21.16,852301,13.9992,0,0,0,65400.181216,ok-ord2
intel,mumps-5,cn512-16-l,group1,bcsstk15.mtx,3948,60882,2,8,1,0.006575,0.014704,13.84,852301,13.9992,0,0,0,65400.181216,ok-ord2
intel,mumps-5,cn512-16-l,group1,bcsstk15.mtx,3948,60882,2,16,1,0.006712,0.022929,8.87,852301,13.9992,0,0,0,65400.181216,ok-ord2
intel,mumps-5,cn512-16-l,group1,bcsstk15.mtx,3948,60882,2,32,1,0.006928,0.035008,5.81,852301,13.9992,0,0,0,65400.181216,ok-ord2
intel,mumps-5,cn512-16-l,group1,bcsstk15.mtx,3948,60882,2,40,1,0.006998,0.055717,3.65,852301,13.9992,0,0,0,65400.181216,ok-ord2
intel,mumps-5,cn512-16-l,group1,bcsstk16.mtx,4884,147631,2,1,1,0.005575,0.017576,11.99,1029918,6.9763,0,0,0,96826.292845,ok-ord2
intel,mumps-5,cn512-16-l,group1,bcsstk16.mtx,4884,147631,2,2,1,0.005373,0.018369,11.47,1029918,6.9763,0,0,0,96826.292845,ok-ord2
intel,mumps-5,cn512-16-l,group1,bcsstk16.mtx,4884,147631,2,4,1,0.005564,0.017115,12.31,1029918,6.9763,0,0,0,96826.292845,ok-ord2
intel,mumps-5,cn512-16-l,group1,bcsstk16.mtx,4884,147631,2,8,1,0.005519,0.016974,12.41,1029918,6.9763,0,0,0,96826.292845,ok-ord2
intel,mumps-5,cn512-16-l,group1,bcsstk16.mtx,4884,147631,2,16,1,0.005672,0.021409,9.84,1029918,6.9763,0,0,0,96826.292845,ok-ord2
intel,mumps-5,cn512-16-l,group1,bcsstk16.mtx,4884,147631,2,32,1,0.005832,0.027055,7.79,1029918,6.9763,0,0,0,96826.292845,ok-ord2
intel,mumps-5,cn512-16-l,group1,bcsstk16.mtx,4884,147631,2,40,1,0.005855,0.031595,6.67,1029918,6.9763,0,0,0,96826.292845,ok-ord2
intel,mumps-5,cn512-16-l,group1,bcsstk17.mtx,10974,219812,2,1,1,0.049121,0.026884,7.71,1439578,6.5491,0,0,0,163521.693307,ok-ord5
intel,mumps-5,cn512-16-l,group1,bcsstk17.mtx,10974,219812,2,2,1,0.048855,0.027689,7.48,1439578,6.5491,0,0,0,163521.693307,ok-ord5
intel,mumps-5,cn512-16-l,group1,bcsstk17.mtx,10974,219812,2,4,1,0.049126,0.023536,8.80,1439578,6.5491,0,0,0,163521.693307,ok-ord5
intel,mumps-5,cn512-16-l,group1,bcsstk17.mtx,10974,219812,2,8,1,0.049218,0.014523,14.27,1439578,6.5491,0,0,0,163521.693307,ok-ord5
intel,mumps-5,cn512-16-l,group1,bcsstk17.mtx,10974,219812,2,16,1,0.049423,0.019362,10.70,1439578,6.5491,0,0,0,163521.693307,ok-ord5
intel,mumps-5,cn512-16-l,group1,bcsstk17.mtx,10974,219812,2,32,1,0.050687,0.035539,5.83,1439578,6.5491,0,0,0,163521.693307,ok-ord5
intel,mumps-5,cn512-16-l,group1,bcsstk17.mtx,10974,219812,2,40,1,0.051755,0.053732,3.86,1439578,6.5491,0,0,0,163521.693307,ok-ord5
intel,mumps-5,cn512-16-l,group1,bcsstk18.mtx,11948,80519,2,1,1,0.082200,0.019652,4.91,862037,10.7060,0,0,0,178262.815928,ok-ord5
intel,mumps-5,cn512-16-l,group1,bcsstk18.mtx,11948,80519,2,2,1,0.082162,0.019838,4.87,862037,10.7060,0,0,0,178262.815928,ok-ord5
intel,mumps-5,cn512-16-l,group1,bcsstk18.mtx,11948,80519,2,4,1,0.081946,0.012536,7.70,862037,10.7060,0,0,0,178262.815928,ok-ord5
intel,mumps-5,cn512-16-l,group1,bcsstk18.mtx,11948,80519,2,8,1,0.082030,0.011029,8.75,862037,10.7060,0,0,0,178262.815928,ok-ord5
intel,mumps-5,cn512-16-l,group1,bcsstk18.mtx,11948,80519,2,16,1,0.082479,0.010331,9.34,862037,10.7060,0,0,0,178262.815928,ok-ord5
intel,mumps-5,cn512-16-l,group1,bcsstk18.mtx,11948,80519,2,32,1,0.083847,0.019245,5.02,862037,10.7060,0,0,0,178262.815928,ok-ord5
intel,mumps-5,cn512-16-l,group1,bcsstk18.mtx,11948,80519,2,40,1,0.084695,0.023168,4.17,862037,10.7060,0,0,0,178262.815928,ok-ord5
intel,mumps-5,cn512-16-l,group2,inla_graph_83o4NNNo.mtx,25853,778924,2,1,1,0.399640,0.159852,13.48,7636326,9.8037,0,0,0,178611.296824,ok-ord5
intel,mumps-5,cn512-16-l,group2,inla_graph_83o4NNNo.mtx,25853,778924,2,2,1,0.399043,0.130424,16.53,7636326,9.8037,0,0,0,178611.296824,ok-ord5
intel,mumps-5,cn512-16-l,group2,inla_graph_83o4NNNo.mtx,25853,778924,2,4,1,0.399540,0.082373,26.17,7636326,9.8037,0,0,0,178611.296824,ok-ord5
intel,mumps-5,cn512-16-l,group2,inla_graph_83o4NNNo.mtx,25853,778924,2,8,1,0.399197,0.061344,35.14,7636326,9.8037,0,0,0,178611.296824,ok-ord5
intel,mumps-5,cn512-16-l,group2,inla_graph_83o4NNNo.mtx,25853,778924,2,16,1,0.397449,0.052867,40.77,7636326,9.8037,0,0,0,178611.296824,ok-ord5
intel,mumps-5,cn512-16-l,group2,inla_graph_83o4NNNo.mtx,25853,778924,2,32,1,0.397967,0.105883,20.36,7636326,9.8037,0,0,0,178611.296824,ok-ord5
intel,mumps-5,cn512-16-l,group2,inla_graph_83o4NNNo.mtx,25853,778924,2,40,1,0.398566,0.167287,12.89,7636326,9.8037,0,0,0,178611.296824,ok-ord5
intel,mumps-5,cn512-16-l,group2,inla_graph_8rtKSK.mtx,7860,32965,2,1,1,0.005794,0.007332,0.44,200612,6.0856,0,0,0,54302.787529,ok-ord6
intel,mumps-5,cn512-16-l,group2,inla_graph_8rtKSK.mtx,7860,32965,2,2,1,0.005973,0.007237,0.44,200612,6.0856,0,0,0,54302.787529,ok-ord6
intel,mumps-5,cn512-16-l,group2,inla_graph_8rtKSK.mtx,7860,32965,2,4,1,0.006010,0.006132,0.52,200612,6.0856,0,0,0,54302.787529,ok-ord6
