arch,library,host,group,matrix,n,nnz_upper,mtype,cores,rep,analyze_s,factor_s,factor_gflops,factor_nnz,fill_ratio,solve1_s,solve8_s,solve40_s,logdet,status
intel,pastix-6,cn509-15-l,group1,bcsstk18.mtx,11948,80519,2,2,1,0.101634,0.016183,14.10,810179,10.0620,0,0,0,178262.815928,ok
intel,pastix-6,cn509-15-l,group1,bcsstk18.mtx,11948,80519,2,4,1,0.080928,0.013982,24.88,799611,9.9307,0,0,0,178262.815928,ok
intel,pastix-6,cn509-15-l,group1,bcsstk18.mtx,11948,80519,2,8,1,0.071135,0.012349,34.55,800067,9.9364,0,0,0,178262.815928,ok
intel,pastix-6,cn509-15-l,group1,bcsstk18.mtx,11948,80519,2,16,1,0.066505,0.016525,13.92,805266,10.0009,0,0,0,178262.815928,ok
intel,pastix-6,cn509-15-l,group1,bcsstk18.mtx,11948,80519,2,32,1,0.075777,0.021305,7.52,802781,9.9701,0,0,0,178262.815928,ok
intel,pastix-6,cn509-15-l,group1,bcsstk18.mtx,11948,80519,2,40,1,0.078268,0.027383,5.49,804077,9.9862,0,0,0,178262.815928,ok
intel,pastix-6,cn509-15-l,group2,inla_graph_83o4NNNo.mtx,25853,778924,2,1,1,0.838200,0.165659,37.37,7533653,9.6719,0,0,0,178611.296824,ok
intel,pastix-6,cn509-15-l,group2,inla_graph_83o4NNNo.mtx,25853,778924,2,2,1,0.538360,0.131547,68.32,7534627,9.6731,0,0,0,178611.296824,ok
intel,pastix-6,cn509-15-l,group2,inla_graph_83o4NNNo.mtx,25853,778924,2,4,1,0.361224,0.112489,138.19,7534608,9.6731,0,0,0,178611.296824,ok
intel,pastix-6,cn509-15-l,group2,inla_graph_83o4NNNo.mtx,25853,778924,2,8,1,0.285405,0.104087,234.61,7511878,9.6439,0,0,0,178611.296824,ok
intel,pastix-6,cn509-15-l,group2,inla_graph_83o4NNNo.mtx,25853,778924,2,16,1,0.273222,0.099005,325.45,7536890,9.6760,0,0,0,178611.296824,ok
intel,pastix-6,cn509-15-l,group2,inla_graph_83o4NNNo.mtx,25853,778924,2,32,1,0.285759,0.095707,395.75,7539180,9.6790,0,0,0,178611.296824,ok
intel,pastix-6,cn509-15-l,group2,inla_graph_83o4NNNo.mtx,25853,778924,2,40,1,0.352577,0.101041,182.75,7551596,9.6949,0,0,0,178611.296824,ok
intel,pastix-6,cn509-15-l,group2,inla_graph_8rtKSK.mtx,7860,32965,2,1,1,0.034414,0.159448,62.94,5443498,165.1296,0,0,0,54302.787529,ok
intel,pastix-6,cn509-15-l,group2,inla_graph_8rtKSK.mtx,7860,32965,2,2,1,0.031088,0.118263,89.67,5442070,165.0863,0,0,0,54302.787529,ok
intel,pastix-6,cn509-15-l,group2,inla_graph_8rtKSK.mtx,7860,32965,2,4,1,0.030090,0.081151,131.89,5440784,165.0473,0,0,0,54302.787529,ok
intel,pastix-6,cn509-15-l,group2,inla_graph_8rtKSK.mtx,7860,32965,2,8,1,0.028126,0.077551,127.77,5440650,165.0432,0,0,0,54302.787529,ok
intel,pastix-6,cn509-15-l,group2,inla_graph_8rtKSK.mtx,7860,32965,2,16,1,0.033021,0.090229,108.54,5441748,165.0765,0,0,0,54302.787529,ok
intel,pastix-6,cn509-15-l,group2,inla_graph_8rtKSK.mtx,7860,32965,2,32,1,0.080996,0.095511,102.27,5441082,165.0563,0,0,0,54302.787529,ok
intel,pastix-6,cn509-15-l,group2,inla_graph_8rtKSK.mtx,7860,32965,2,40,1,0.111615,0.130117,74.86,5441082,165.0563,0,0,0,54302.787529,ok
intel,pastix-6,cn509-15-l,group2,inla_graph_animal1.mtx,5126,2644501,2,1,1,0.670348,0.657493,64.74,10117002,3.8257,0,0,0,35560.744470,ok
intel,pastix-6,cn509-15-l,group2,inla_graph_animal1.mtx,5126,2644501,2,2,1,0.621159,0.511363,106.42,10117002,3.8257,0,0,0,35560.744470,ok
intel,pastix-6,cn509-15-l,group2,inla_graph_animal1.mtx,5126,2644501,2,4,1,0.598432,0.406576,192.17,10117002,3.8257,0,0,0,35560.744470,ok
intel,pastix-6,cn509-15-l,group2,inla_graph_animal1.mtx,5126,2644501,2,8,1,0.587074,0.391130,219.61,10117002,3.8257,0,0,0,35560.744470,ok
intel,pastix-6,cn509-15-l,group2,inla_graph_animal1.mtx,5126,2644501,2,16,1,0.587592,0.407777,184.55,10117002,3.8257,0,0,0,35560.744470,ok
intel,pastix-6,cn509-15-l,group2,inla_graph_animal1.mtx,5126,2644501,2,32,1,0.615282,0.404441,181.32,10117002,3.8257,0,0,0,35560.744470,ok
intel,pastix-6,cn509-15-l,group2,inla_graph_animal1.mtx,5126,2644501,2,40,1,0.611520,0.427823,119.49,10117002,3.8257,0,0,0,35560.744470,ok
intel,pastix-6,cn509-15-l,group2,inla_graph_ayaLRw.mtx,69224,168584,2,1,1,0.321213,0.044895,0.89,1127911,6.6905,0,0,0,478251.541686,ok
intel,pastix-6,cn509-15-l,group2,inla_graph_ayaLRw.mtx,69224,168584,2,2,1,0.222750,0.036120,1.41,1135227,6.7339,0,0,0,478251.541686,ok
intel,pastix-6,cn509-15-l,group2,inla_graph_ayaLRw.mtx,69224,168584,2,4,1,0.159662,0.029206,2.53,1130872,6.7081,0,0,0,478251.541686,ok
intel,pastix-6,cn509-15-l,group2,inla_graph_ayaLRw.mtx,69224,168584,2,8,1,0.129788,0.031899,1.91,1135712,6.7368,0,0,0,478251.541686,ok
intel,pastix-6,cn509-15-l,group2,inla_graph_ayaLRw.mtx,69224,168584,2,16,1,0.116575,0.053829,0.72,1134570,6.7300,0,0,0,478251.541686,ok
